,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout_layer1,params_dropout_layer2,params_learning_rate,params_units_layer1,params_units_layer2,user_attrs_accuracy,user_attrs_f1,user_attrs_precision,user_attrs_recall,user_attrs_roc,state
89,89,0.657319827831531,2024-08-03 15:23:37.034424,2024-08-03 15:23:49.368046,0 days 00:00:12.333622,104,0.4205482697942958,0.41472220609281185,0.00027741926575010996,287,172,0.7677725118483413,0.6095617529880478,0.5503597122302158,0.6830357142857143,0.8423675115207372,COMPLETE
90,90,0.6086360837438424,2024-08-03 15:23:49.368476,2024-08-03 15:24:01.034209,0 days 00:00:11.665733,101,0.3692700849647704,0.28601604261512775,0.0003198322945883887,377,206,0.7772511848341233,0.5948275862068966,0.575,0.6160714285714286,0.8386736751152074,COMPLETE
91,91,0.659900633640553,2024-08-03 15:24:01.034646,2024-08-03 15:24:12.612074,0 days 00:00:11.577428,123,0.4906302258233636,0.40457102416084506,0.0004225470718848267,322,57,0.7748815165876777,0.6169354838709677,0.5625,0.6830357142857143,0.8396889400921659,COMPLETE
92,92,0.640491813929314,2024-08-03 15:24:12.612501,2024-08-03 15:24:25.701111,0 days 00:00:13.088610,119,0.4897794022814456,0.22369347739733575,0.0004905735226308044,270,312,0.7784360189573459,0.6112266112266113,0.5719844357976653,0.65625,0.839602534562212,COMPLETE
93,93,0.6083138736263737,2024-08-03 15:24:25.701578,2024-08-03 15:24:37.960604,0 days 00:00:12.259026,110,0.4718437431677219,0.2503875947805847,0.0006422353299856886,334,402,0.7855450236966824,0.6021978021978022,0.5930735930735931,0.6116071428571429,0.8408122119815669,COMPLETE
94,94,0.6444020450503853,2024-08-03 15:24:37.961013,2024-08-03 15:24:49.544362,0 days 00:00:11.583349,125,0.4789765338393607,0.31431685303033485,0.00012485006633045426,401,274,0.7796208530805687,0.6141078838174274,0.5736434108527132,0.6607142857142857,0.8444556451612905,COMPLETE
95,95,0.5693201501154734,2024-08-03 15:24:49.544818,2024-08-03 15:25:00.503470,0 days 00:00:10.958652,121,0.35378441938094246,0.21003041126799743,0.0015896973250352137,312,114,0.7855450236966824,0.581986143187067,0.6028708133971292,0.5625,0.8368663594470047,COMPLETE
96,96,0.6447896966831539,2024-08-03 15:25:00.503883,2024-08-03 15:25:12.145640,0 days 00:00:11.641757,115,0.39776011729128263,0.3013026184495736,0.0005422770603141107,260,74,0.7713270142180095,0.6069246435845214,0.5580524344569289,0.6651785714285714,0.8385512672811058,COMPLETE
97,97,0.6365773809523809,2024-08-03 15:25:12.146070,2024-08-03 15:25:24.152341,0 days 00:00:12.006271,112,0.46185523388835087,0.3324889701543004,0.001330505958088252,345,40,0.7772511848341233,0.6083333333333333,0.5703125,0.6517857142857143,0.8381264400921659,COMPLETE
98,98,0.643073142135642,2024-08-03 15:25:24.152786,2024-08-03 15:25:35.885990,0 days 00:00:11.733204,117,0.3343565223762293,0.2690918201589267,0.0003566423179321176,291,102,0.7665876777251185,0.6020202020202019,0.5498154981549815,0.6651785714285714,0.8378960253456221,COMPLETE
99,99,0.6568956794944618,2024-08-03 15:25:35.886435,2024-08-03 15:25:47.750233,0 days 00:00:11.863798,104,0.4079621333880784,0.24025645666670664,0.00021102334455678755,238,88,0.7665876777251185,0.6083499005964214,0.5483870967741935,0.6830357142857143,0.8377808179723503,COMPLETE
