,number,value,datetime_start,datetime_complete,duration,params_bagging_fraction,params_bagging_freq,params_feature_fraction,params_lambda_l1,params_lambda_l2,params_learning_rate,params_max_depth,params_min_data_in_leaf,params_num_leaves,user_attrs_accuracy,user_attrs_f1,user_attrs_recall,user_attrs_roc,state
78,78,0.6003503429517503,2024-08-03 10:41:07.361177,2024-08-03 10:41:08.216507,0 days 00:00:00.855330,0.6034659134567621,4,0.5913414240012953,0.00613132743884461,3.3137349276665e-07,0.07737833451840676,5,126,132,0.783175355450237,0.5960264900662252,0.6026785714285714,0.8333957373271891,COMPLETE
79,79,0.5709831371301305,2024-08-03 10:41:08.216997,2024-08-03 10:41:09.037746,0 days 00:00:00.820749,0.5803988886173909,1,0.6306680028903684,0.031011084196448522,6.018184956075878e-08,0.04139893454912813,4,80,139,0.7713270142180095,0.5701559020044544,0.5714285714285714,0.8351022465437787,COMPLETE
80,80,0.6008118678887484,2024-08-03 10:41:09.038153,2024-08-03 10:41:09.976675,0 days 00:00:00.938522,0.5456352166801917,3,0.6610416943731334,0.6666223132701571,1.7710949635115256e-08,0.08480881133151098,5,102,119,0.7843601895734598,0.5973451327433628,0.6026785714285714,0.8368375576036866,COMPLETE
81,81,0.6297622240956469,2024-08-03 10:41:09.977066,2024-08-03 10:41:11.042578,0 days 00:00:01.065512,0.5966641497790068,4,0.6820460668367518,0.01179349486761291,2.2643221103999652e-08,0.0511009929231894,4,89,121,0.7867298578199052,0.6137339055793991,0.6383928571428571,0.8360599078341014,COMPLETE
82,82,0.6253582924586143,2024-08-03 10:41:11.043232,2024-08-03 10:41:11.874970,0 days 00:00:00.831738,0.5302025636461748,4,0.6774394785107906,0.0016711271872555753,3.529559330630375e-08,0.06807604478872155,3,90,124,0.7843601895734598,0.6094420600858369,0.6339285714285714,0.8424323156682029,COMPLETE
83,83,0.6179130669546437,2024-08-03 10:41:11.875573,2024-08-03 10:41:12.576970,0 days 00:00:00.701397,0.5317487893762092,4,0.7187529710779164,1.2014853290205389e-08,3.369058234808223e-08,0.056701588518043786,3,89,126,0.783175355450237,0.6047516198704104,0.625,0.837953629032258,COMPLETE
84,84,0.6083138736263737,2024-08-03 10:41:12.577450,2024-08-03 10:41:13.237015,0 days 00:00:00.659565,0.5255229993564526,4,0.7155906278373647,0.016347081012862242,3.821805129762165e-08,0.05586626385047913,3,87,128,0.7855450236966824,0.6021978021978022,0.6116071428571429,0.8386016705069125,COMPLETE
85,85,0.5861126373626374,2024-08-03 10:41:13.237385,2024-08-03 10:41:13.873263,0 days 00:00:00.635878,0.48779511480164267,4,0.7846452077545736,1.591299908770764e-08,1.0029749779340713e-08,0.030641966608912323,3,91,125,0.773696682464455,0.5802197802197803,0.5892857142857143,0.8331977246543778,COMPLETE
86,86,0.5993740399385561,2024-08-03 10:41:13.873679,2024-08-03 10:41:14.499254,0 days 00:00:00.625575,0.453457630170426,4,0.7579965245318732,0.0013197698863208476,7.357704761314586e-08,0.06811108646448628,3,86,124,0.7713270142180095,0.5849462365591398,0.6071428571428571,0.8345982142857142,COMPLETE
87,87,0.6045789092664092,2024-08-03 10:41:14.499636,2024-08-03 10:41:15.140709,0 days 00:00:00.641073,0.5336489881019119,7,0.6771686374519051,1.4491248697841698e-07,2.6328859918161035e-07,0.0972245667562911,3,111,119,0.7938388625592417,0.6081081081081081,0.6026785714285714,0.8373127880184331,COMPLETE
88,88,0.5942149049217003,2024-08-03 10:41:15.141156,2024-08-03 10:41:15.830349,0 days 00:00:00.689193,0.6540866592684969,5,0.6817423102933098,0.00034304981134388195,3.239132561399097e-08,0.025721930947113666,3,90,135,0.7855450236966824,0.5950782997762863,0.59375,0.835739487327189,COMPLETE
89,89,0.5949931318681319,2024-08-03 10:41:15.830859,2024-08-03 10:41:17.510497,0 days 00:00:01.679638,0.5966721605894713,4,0.7425402376449166,3.3681171883090757e-08,5.1688900875746334e-08,0.03921668569435616,3,94,114,0.7784360189573459,0.589010989010989,0.5982142857142857,0.8369959677419354,COMPLETE
90,90,0.6165504291845494,2024-08-03 10:41:17.510863,2024-08-03 10:41:18.348704,0 days 00:00:00.837841,0.5554779980593249,4,0.7291420795943941,0.046134996409765296,9.637619338380644e-08,0.05867058326710056,4,117,130,0.7796208530805687,0.6008583690987125,0.625,0.8382920506912444,COMPLETE
91,91,0.6109039449112978,2024-08-03 10:41:18.349122,2024-08-03 10:41:19.126009,0 days 00:00:00.776887,0.5118476736196638,4,0.7088914935666729,0.02399897370190272,1.8993802343476702e-08,0.04983969654834086,4,105,110,0.783175355450237,0.6013071895424836,0.6160714285714286,0.8385080645161291,COMPLETE
92,92,0.5985244412316348,2024-08-03 10:41:19.126468,2024-08-03 10:41:20.070914,0 days 00:00:00.944446,0.6199475990935492,4,0.5825052343598819,0.1677070858300253,2.589512815203893e-08,0.0700377513072506,4,20,103,0.7784360189573459,0.5908096280087527,0.6026785714285714,0.8363335253456221,COMPLETE
93,93,0.6002584078987967,2024-08-03 10:41:20.071328,2024-08-03 10:41:20.993781,0 days 00:00:00.922453,0.5798413392315913,4,0.644421892005635,0.08183964749010932,1.7499347780830237e-08,0.04357513461104456,4,98,87,0.773696682464455,0.5874730021598272,0.6071428571428571,0.8369095622119815,COMPLETE
94,94,0.5931965841892313,2024-08-03 10:41:20.994244,2024-08-03 10:41:21.692845,0 days 00:00:00.698601,0.5639005416142076,3,0.6878806103441647,0.010696909084015327,1.0111909353827499e-07,0.034455669816621716,3,29,124,0.773696682464455,0.5838779956427015,0.5982142857142857,0.8354190668202764,COMPLETE
95,95,0.6246539691203993,2024-08-03 10:41:21.693253,2024-08-03 10:41:22.414582,0 days 00:00:00.721329,0.5432474160742573,5,0.6666652236022884,0.3294022517451895,4.675181000032095e-08,0.08592598737174882,3,94,99,0.7914691943127962,0.6157205240174672,0.6294642857142857,0.8400201612903226,COMPLETE
96,96,0.5919109513274335,2024-08-03 10:41:22.415064,2024-08-03 10:41:23.101563,0 days 00:00:00.686499,0.6944521108959514,5,0.6662577298153685,3.208168558751079,2.2024695841449177e-07,0.08424166719133763,3,76,48,0.7796208530805687,0.5884955752212389,0.59375,0.8365423387096774,COMPLETE
97,97,0.6267403964825671,2024-08-03 10:41:23.101949,2024-08-03 10:41:23.798828,0 days 00:00:00.696879,0.5410085221797812,6,0.961292911553604,0.035909673749737865,5.5178506070535e-07,0.06306352752540144,3,95,133,0.7879146919431279,0.6133909287257019,0.6339285714285714,0.8383640552995393,COMPLETE
98,98,0.6055706732259065,2024-08-03 10:41:23.799245,2024-08-03 10:41:24.491724,0 days 00:00:00.692479,0.5480222741658681,6,0.9185411864396527,0.006043494747500556,5.026388178481665e-07,0.06874465789578303,3,136,134,0.7784360189573459,0.5943600867678959,0.6116071428571429,0.8421298963133641,COMPLETE
99,99,0.6241844654528479,2024-08-03 10:41:24.492168,2024-08-03 10:41:25.191355,0 days 00:00:00.699187,0.6097123508312641,6,0.8946949789298212,0.041379308648111686,6.827490455271029e-07,0.08593216574280182,3,65,140,0.7902843601895735,0.6143790849673203,0.6294642857142857,0.8381336405529953,COMPLETE
